video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
3194558043,691,640,480,how did the man on the stage move,2,3,CH,use to open the fans,people behind screen move them,dance following the rhymth,hit instrument with sticks,jump up and down
3939145327,1194,640,360,why is the girl moving her legs in the video,4,7,CW,to talk loudler,dancing with the girl,to turn the frame,to swing the hammock,paddling
7651639778,1963,640,480,why does the man wearing hoodie hug the man carrying him near the end of the video,2,5,CW,affectionate gesture,pour content out,thank him,to help her reverse,stop baby from going too deep
6691330381,1239,640,360,how does the man grab the boy,4,4,CH,pull boy's bag,his collar,his belt,pulled his shirt,pull boy s hands
2809330695,2158,320,240,what happens to the baby after it fails to flip over,4,7,TN,suck thumb,jumping near the adult s knee,climb on man,play with bottle,fall onto his back
3340340268,1289,640,480,what did the girl in red do after the girl in green removed the bucket in the middle,2,5,TN,gesture to red cloth,hold onto her,walk way,stop riding,remove the paper too
2614918961,1311,640,480,what does the boy in grey do after standing up near the end of the video,2,7,TN,use chopsticks point,look at the camera,move closer to the basket,walked out of video,blows the boat
3462517143,722,640,480,where does the white dog run to after he finishes drinking the water,4,5,TN,smell his hand,laugh,places an object on the floor,running,move away
7149153537,1384,640,360,how did the black skinned man hear the white skinned man clearer,0,7,CH,comes closer,wear spectacles,spectacles,helmet,nod his head up and down
5116088152,1205,640,360,why did the baby put something in his mouth,4,0,CW,lick the toy,blow balloon,teething,to show his food,eat
11565498775,1216,640,360,why does the man bend down throughout the video,1,1,CW,playing guitar,pushing the rod,swing cloth,fold the sides of cardboard,to push toy car
3897746373,399,640,480,what did the man do after he supported the girl in pink in the middle of the video,4,5,TN,attract the dog,look down,stand at the side of the stage,stand up,talk to the other girl
5875242364,427,640,384,why did the boy reached out to touch the sides of the pool,2,5,CW,wash their hands,to climb up and try again,try to stand,getting in position,try to reach the land
7499763064,604,640,360,what does the lady in blue do after the man above started taking a step up at the start,0,0,TN,take step up,open her arms wide,goes to get food,rope,hold other man s hand
6618792571,2518,640,480,why did the adult pull the toy out when the girl was near the beanbag,0,10,CW,help the baby move,push by the toy cart s wheel,wants to play with it,lost his balance,adjust it
3194558043,691,640,480,why are there people standing around the dance floor,2,7,CW,wait for their turn to dance,performing,watching performance,start singing,watch the girl dancing
9217939684,1660,512,288,why is the baby wearing diapers,0,0,CW,catch excretion,newborn and naked,excited,to keep baby warm,get across the path
7651639778,1963,640,480,why does the man in brown jacket touch the back of the man wearing hoodie in the middle of the video,2,3,CW,pull him down,posing for photo,stablize him,grab the man,adjust his jacket
11565498775,1216,640,360,how does the man react after the boy goes away,0,11,TN,walk towards the boy,holds the baby,play with toy,stands up,pick up the present
3026084730,2205,640,480,what did the man in the middle do after he put the paper into his pocket at the beginning of the video,2,1,TN,write on book,started singing again,button his blazer,moves his hand away,look back to keyboard
6265968082,1275,640,360,why is the man at the back holding a pair of drumsticks in the middle of the video,3,3,CW,cleaning his drumsticks,taking a photo,practicing his strength,performing the drum,poking the other guitarists
6793786769,1158,640,360,how did the boy show affection to the train at the start of the video,2,2,CH,sits on train,hold the train,kiss the train,pull from behind,pick it up
8224492254,972,640,480,why is the baby moving his body,4,7,CW,dancing to the music,play,walking towards the lady,walking in the park,not able to sit properly
3151715056,1895,640,480,why are the man on the right and left holding book in their hand,3,0,CW,play game,read the book,to show the elderly couple,it is a prop,performing for an event
5061117640,1587,568,320,what does the man in grey do after smelling the burger in the middle,0,7,TN,put it down,stand on hind legs,eat it,take the food away,climbs up the wooden plank
4006608424,2697,640,480,why does the boy hold onto the swing after the man falling off it the second time,2,4,CW,take a picture,clean the swings,wants to go again,repair the swings,push a child
6592821115,1800,640,424,why did the girl in pink fell in front of the woman in grey,3,3,CW,tripped down by leash,pushed by boy,part of performance,slippery floor,baby pull the blanket
9256409422,2312,640,360,how did the girl react when she saw the camera after she turned back,3,5,TN,touch stomach,cry,point at herself again,cover her face,happy
2984974097,899,500,375,why did the girl constantly look at the pedal and her legs,2,2,CW,counting distance,tie knots,scared of falling,support for more balance,dancing
4190655097,1290,640,480,how does the person show his affection towards the cat,1,6,CH,chase the tail of the cat,carries and strokes it,placed in a box,rub the cat,hitting each other
3121571439,1212,640,428,what do the couple do after moving left and right at the start,4,6,TN,paraglided,start dancing,point to her left,feed baby,release each other
7088595057,1052,640,480,what did the white sheep do when the black sheep started to move in the middle of the video,1,4,TC,walking,moves back,observe dog,sniffing the ground,follow the sheep
6727904179,962,640,360,why is it bright outside the window,4,8,CW,outdoor lights are on,firework in the sky,light from other buildings,fire outside the building,day time
5987365500,714,480,640,what does the girl do after removing the toy microphone,4,6,TN,make it move,pick it up,put in basket,tickle the baby,laugh
5913180144,1191,640,480,what does the man in blue socks do when he approach the man in pink at the end,4,3,TC,sitting,run back to position,look up,hold the man s hand,put his arms around the shoulder
8224504302,1290,640,480,why did the man in black take out his spectacles in the middle,3,2,CW,show spectacles to audiences,wipe it,give to man in brown,wear it,blow off the dust
6754608321,1617,272,480,what are the two children doing,0,5,TC,resting,eating,hug lady,playing at arcade,dancing
3124551255,1962,640,474,what does the boy do after putting his hand into the mouth of toy at the start,3,6,TN,sit down,laugh,play with toy,put into his mouth,put hand inside the toy
3626788516,337,320,240,why does the woman in brown hold the crocodile with both of her hands,0,1,CW,pose,control boy s movement with his legs,introduce to audience,get water out,spread the water
5237219621,2680,640,360,why does the woman with short hair keep looking at the woman in spectacles at the beginning,4,1,CW,angry,teach the girl,reading from the book,to be in sync,listen to her speak
5987365500,714,480,640,why does the girl tie a ribbon on her hair,0,3,CW,to look pretty,part of pink costume,check how dress looks on her,to clip fake hair,follow other kids
7988210561,320,640,384,why did the baby extend her hand towards the toy,2,1,CW,push the swing,change the toy's colour,touch the toy,adjust buttons on the toy,pose for camera
9531760182,2097,640,480,why does the woman put her hand against the baby s forehead after the baby leans forward,3,2,CW,soothe baby,put on keyboard,carrying her,push baby back,touch her forehead
7605329840,635,640,360,how did the girl in stripes release the green balloon,3,5,CH,jumping,throw it up,squeeze the balloon,from the mouth,release the string
2679130168,1504,320,240,why did the girl stuff her face to the cushion throughout the video,1,3,CW,pose for camera,enjoyable,make lady laugh,make man laugh,crying
4765717907,1180,640,480,what did the man do when the boy ran towards him at the start,4,0,TC,walk towards the toy,let him hold string,hold the boy,kiss boy,stretch his hand out
4983922034,479,640,480,how does the man interact with the dogs,3,7,CH,caress the dog,rolling around,play biting,kick the snow,rub the dog
2793260225,558,500,375,why did the man fall eventually,3,9,CW,lady pushed him,dsitracted by the guitar,boy tugged him,he slipped,girl tripped him
6772999108,1467,360,480,what did the boy do when the girl started clapping,3,3,TC,cry,throw toy at her,push her,look at her,run away
3508407941,513,640,480,how does the walker help the baby learn how to stand,1,3,CH,hold baby by armpits,balance on its legs,walking toy,hold onto side of the chair,with his hands
6097994550,526,640,360,what did the man lying down do before he rolled over,3,7,TP,lie on his back,touched the baby s back,lie down,stare at camera,stand up
4658396458,2160,640,424,why did the baby reach out her 2 hands in front after looking at a toy basket,3,2,CW,want to take toys,baby are excited and playing,to take it out,play with toy,show excitement
8594314852,377,640,360,how does the lady in pink wait for the girl in blue,0,8,CH,stood and wait in front,in the car,stand behind her,come close to the baby,stretch out hand
4584426085,2697,360,480,how did the puppy react when the person with sandals was kicking it away,2,7,TC,fetch the toy,bite her,retreat back,run around,bite the toy
2736413196,1617,352,288,why is the man in black looking at the laptop,2,6,CW,looking at boy cut wood,charging laptop,listening to the other man,change direction,focusing on computer
2793806282,1925,320,240,how did the black dog move itself towards the blue toy,3,11,CH,running on grass,on scooter,jump over,paddle,pulls it with its teeth
8277866423,829,640,360,what did the brown dog do to get the bone from the black dog at the start,1,9,CH,exchanged it with a lettuce,paw and bark,exchanged it with a ball,chase after it,lick the black dog
8531675050,1620,640,360,what does the man do after the woman walks away from him,1,9,TN,pick up something from ground,eat and speak,shake her hand,speak,stopped the bicycle
3972259774,1063,640,480,what did the man in yellow do after giving the box to the lady,3,2,TN,close door,imitate his actions,look at it,kneel,look at book
5801184682,1683,640,480,why did the human grab the cat near the middle,2,1,CW,distracted by something else,show affection,shift cat to another place,wants to continue playing catch,curious
10109097475,2698,640,360,why is the man signaling the pilot,1,2,CW,unable to talk,give instructions,for others to fix it,capture the moment,role play
6025238212,758,640,360,how are the girls feeling at the end,4,5,TC,pull his sleeves down,feel relaxed and happy,engaged,feel accomplished,amused
5070310138,1603,640,480,why did the baby touch the man s face after touching his own ears,4,1,CW,to wake man up,show excitement,prevent dog from licking him,clean man s ears,show where his ears are
5586394125,1128,640,360,how did the woman in white react when the dog s head approach her,3,7,TN,hug the dog,using the white paper,push it away,stroke its head,walk away
3340340268,1289,640,480,what does the girl in red hold in her hands as she stood by the wall,1,9,TC,say something to the girl,paper and jacekt,walk away,singing,explaining about the flower
3078294001,335,640,480,why does the man in white put his finger on his face near the end,0,0,CW,hand gesture while talking,smell his finger,tell the lady to keep quiet,pose for the camera,made a mistake
3524939594,436,320,240,what does the man in white sitting on the cart do when the cart starts moving,3,4,TC,look at the girl playing,walks away,move towards the woman,hold friend s shoulders,put on table at the back
5047408177,648,320,240,why does the woman straighten the clothes before folding them,2,4,CW,pack neatly,flatten the hair,so that they will not be crumpled,helping him,pull it straight down
4367056464,1162,640,360,how did the man in brown feel about the girls performance in front of the group,0,5,TC,amused,blessed,confused but calm,find it funny,pleased
5129152550,2697,640,480,why did the man in checkered shirt turned his head back at the end,2,4,CW,playing game on mobile,looking at dog,distracted,shaking his head,protecting face from dog sniffing
5877508141,583,640,480,how did the man signal for the boy to get down from the slide,4,3,CH,adjust his cap,walk away,lie on the floor,push the boy,raise his hands
8811725760,631,640,360,why did the lady put her face on the baby s shoulder in the middle of the video,4,4,CW,resting,to watch the ball,to get close to baby,show care for the baby,pose
5406108447,1337,640,360,how does the girl interact with the towel,0,1,CH,moves the towel with hands,using a bucket,follow a routine,wipe the table,to touch the camera
3469864014,867,320,240,why did the cats move their faces near the board,2,2,CW,attracted by ball,look at mirror,smell food curious,to drink milk,avoid person s hands from petting it
2495861393,1499,500,283,why does the girl display fork to the woman near the end,3,3,CW,for baby to feed herself,eat food,gesture,learning how to use it,speak to her
3233088823,462,640,480,why is the bulldozer not moving,2,5,CW,traditional costume,eating,working,feeling sleepy,to keep cool
6617533993,1384,640,1138,why did the girl hold the top part of the toy without moving,0,8,CW,playing,cleaning the toy,watch the toy moves,take a picture,remove the wrappers
3526597179,807,640,360,what did the lady in yellow do as she stood near the stairs at the end of the video,3,3,TC,turn around,smile and look back at boys,hold hands of lady in purple,hold on the handles of the stairs,closes the lid
2793806282,1925,320,240,how did the lady in blue ensure the black dog does not drown,4,10,CH,hold front body,look at her,keeps moving her hand away,using her finger,hold onto the vest
3155382178,858,640,480,how does the woman react after the man kicks the ball,4,8,TN,bowls again,smile,look at ball,raised her hand,kick the man playfully
4372494989,2575,640,480,why does the man in red hold the child s hand,0,0,CW,teach the baby s prayers,tell girl to lift the bucket,to balance child,prevent from child from falling,take photo with child
8990144134,457,320,240,what was the cat doing before it saw the cat,2,5,TP,stand still and walk away,move to other cat,lying down,licking an object,touch it
7533369046,803,640,360,how did the baby ensure that she do not dirty her clothes,3,8,CH,wash her clothes,push toys away from baby,wear jacket,wear bib,hold her
2877270840,780,640,480,how did the man feel after tasting the wine,3,3,TN,weired,excited,terrible,good,sad
4650556666,567,640,480,how did the lady prevent the child from falling,0,8,CH,hold child s hands,puts on table,carried in arms,carried on her back,put in pram
4013751996,764,320,240,how did the girl feel after riding on her toy bicycle,1,1,TN,look towards the boy,happy,pick up another toy,get onto bike,support bicycle from falling
2679328607,1047,320,240,how does the girl react after the boy passes the toy to her near the end,3,14,TN,he touch her cheeks,rub baby s face with a cloth,watch him,cry,keep the toy aside
7771650716,1805,640,360,why did the man in white bend dow on the road at the beginning,1,7,CW,attack white dog from behind,to release the dog,to pet dog,chase dog,compliment dog and show affection
11871253306,1476,512,288,why did the boy in green run after the ball near the end,1,10,CW,crawl to lady,pick up and throw it,to move it away,to retrieve ball quickly,play catch
4147398280,1716,480,360,why did the boy smile to the camera after trying for quite some time to solve the cube,2,4,CW,feels that it is fun sliding,happy to play,shy,gets the note wrong,having fun
7605329840,635,640,360,why did the girl in back stand up near the end,3,6,CW,listen to man,leave the room,to turn on television,to blow somewhere else,playing with dog
9873067604,920,640,360,why did the boy moved his body upwards in the middle,1,3,CW,pick up ball,look in front,touch sand water,playing game,to get the door
6233408665,2246,640,360,how did the girl in grey signal to the lady in pink to come forward,1,9,CH,bow,use clapperboard,remove wrapping paper,crawl,kiss hand
8403741210,1327,640,360,why did the man put his hands on his face the whole time,1,3,CW,show affection,tired,explaining something,keep his balance,taking notes
5833145209,510,640,480,how did the black bird move away from the pot towards the end of video,0,0,CH,fly,walks away,runs away,someone carried the bird,jump down
3935853204,943,640,480,why did the lady in black then touch the screen with both her hands,4,1,CW,express her words,playing with dog,projector lighting,control the screen,need both fingers to zoom
3843551232,696,480,360,why did the black puppy keep looking at the big dog s tail,3,6,CW,lick black dog s fur,observe it,play,interested in playing with,attack black dog
3455926688,549,640,360,how did the man tried to control the kite,1,4,CH,with their handphone,move hands,with his legs,using machines,pushing
5679866364,750,640,480,why are the people walking naked,0,0,CW,swimsuit,eating,diving into water,surfing attire,bathing
7308042410,1019,640,1138,what did the girl do after she smiled in the middle of the video,4,5,TN,smiles at the baby,touch her eyes,put her head on him,push green obstacle away,look around
9304738817,345,320,240,why do the lady bend down all the time,2,0,CW,hold the baby,rubish not cleared,push the swing,playground,trekking
6592821115,1800,640,424,why did the woman try to remove baby s grip off her finger,4,1,CW,baby was hurting her,to push baby,to get up,to feed baby more food,to make baby stand independently
6727904179,962,640,360,why did the lady point her finger in a direction,1,2,CW,point to camera,to show boy where to go,dance move,demonstrating an exercise,taking video
4244817395,1683,640,480,what does the boy do after the lady point at the cupboard underneath him near the end,2,10,TN,lick and chew,eat soup,take out a basket,clap,look at camera
3861485381,2686,640,480,how did the leopards move around,2,5,CH,roll around,someone carried them,crawl forward,in a vehicle,swim
8493226484,968,640,1138,what does the lady do after the boy attempts to lie down in the middle,2,5,TN,uncover eyes too,smiling,lean forward and pull him,tickle her,get up and move around
11587211476,1470,640,360,why did the dog stop for a while on a bench,3,2,CW,scratch itself,pee,searching for something,to rest,to sniff the rubbish
6096998186,671,640,360,what did the blonde woman do after the lady in black clapped her hands,1,4,TN,carry the baby,put down the souvenirs,hug girl in pink,clap,jump
2697214342,1498,640,480,why does the man in white have to hold onto the side of the wood while the man in green bending it,1,2,CW,break the wood,help adjust the wood,pick up mud,waiting for their turn,not dirty his hands
8811725760,631,640,360,why did the lady and the girl stayed at a position for a while in the middle of the video,2,5,CW,take photos,boy was there,pose,walk towards dog,pick up the mask
11849091804,1296,640,360,what is the kid with red and blue shirt doing,3,0,TC,relaxed and happu,photo taking,happy and excited,open a present,playing with toys
5766018720,1830,640,426,how does the dog toy get the baby s attenton at the beginning of the video,4,0,CH,lying on stomach,pat the dog,push ball with paw,move her head towards the dog,shake a lot
8252088130,426,640,360,what does the bird do while on the lady s hand,3,2,TC,walks to the boy,pottery,holding fruit,sit and look around,bend down
3821781616,745,640,480,why did the man put his two hands together after nodding his head,3,1,CW,posing for camera,to the tune of the music,playing a game,gesturing,replying to someone
4698622422,1252,640,480,why did the woman go to the boy,3,6,CW,to speak to him,give him a racket,gave him tissues,hold boy up,adjust his shoes
7442562474,598,640,480,how did the brown cat hold onto the white cat nearing the end,0,7,CH,hold white cat s head,bite white cat s neck,hold collar,hold white cat tail,hold leash
2971556305,1459,640,480,how does the lady in blue show them around the house,0,9,CH,walks around in front,running her feet on ground,raise her glass and smile,skipping,follow behind
10727696143,1821,640,480,what does the lady in red do after moving away from the table,0,8,TN,put glass cups away,walk around girl in pink,turn to leave too,walk away,watch the lady walk away
3380344744,1485,640,480,how did the lady handle the baby,0,4,CH,clean him gently,shake baby with leg,strap baby to body,kiss the baby on forehead,holds his hands
5129152550,2697,640,480,why does a woman walks past a man who is speaking to the crowd,4,1,CW,speaking to an audience,performing together,exploring the house,hand gestures,stranger passing by
4036955771,2697,640,480,what does the man on the extrme right do after he stops playing his trumpet briefly,3,3,TN,bend down to look underneath,sing into mic,walked to the corner,look forward,pass phone back to woman
4372494989,2575,640,480,why does the man in red bow,2,1,CW,thank audience,to grab the food,prayer s gesture,give space to the girl,poke crocodile
11503803033,623,640,360,how do the skiiers change the direction of skiing,0,6,CH,bend their knees,using the two sticks,jumps,by running up,walking
7223854838,413,640,360,why does the child in grey keep taking his hands on and off the glass,0,3,CW,distracted,adjust height of the glas,the glass was hot,playing with the glass,cleans the glass
2547885226,406,640,480,why does the kid swing his leg towards the end,0,1,CW,remove the sand,to swing chair,strike a pose,play with elmo,excited
5902452647,812,640,480,why did the woman bend down while holding a camera,1,3,CW,keep balance,correct angle,talk to camera,to catch rolling fallen bapple,talk to girl at same height
4087013668,1442,640,474,how did the white shirt woman react after the boy throw the food back into the bowl,3,1,TN,taking a photo of boy,hold the cupcake,not willing to share,laugh,pat the boy
4164771889,503,640,480,what is the boy in pink wearing around his wrist while burying the boy,2,0,TC,hold each other,move backwards,bracelet,pat baby s tummy,get up and dance
4838113006,2697,640,360,why is the lady in grey shifting the bells from one table to another,4,0,CW,making funny faces,pass to boy to play,singing a birthday song,tie knots,performing
2834146886,1881,496,370,how does the black dog show that it is afraid of the bigger white dog,2,5,CH,stares at him,bites him,walks away from it,look at the dog,throw a ball to distract it
7999756100,618,640,360,how does the man in white interact with his red bag near the end,2,6,CH,carried on his back,give to lady in red,lay it down,swing up and down,raise both his hands
7001078933,633,640,360,why did the white helmet man reach out his hands when running towards the black helmet man,0,2,CW,push the black helmet man,catch the ball,hug the man,dancing with the man,pass ball to the man
5907839036,2697,640,360,why was the bald man looking at his camera at the beginning of video,4,0,CW,look at his keychain,trying to fix camera,filming the interview,wipe dust from camera,look at photos
5658916668,660,640,1138,how did the man land on the ground,4,7,CH,jump down,someone pushed him,dog nudged him,he spun and fell,slipped
7492398760,2697,640,360,why did the girl fall down when walking backwards near the end of the video,0,5,CW,lost balance,pushed by dog,pulled by the lady,playing with boy,tripped over can
2782658657,787,640,360,why does the girl in white look down at the feet at the beginning of the video,0,0,CW,ready to run,clean her mouth,pull rope with strength,arrange their standing,pedalling
7059877301,918,640,480,what did the light brown dog do after it finished drinking water,0,5,TN,came out of bucket,crawled to the toy,run,jump out,pour on kid
9531760182,2097,640,480,what did the lady do after she put the bowl onto the table at the beginning of the table,1,11,TN,dancing,looked at baby,use her phone,feed the man,moves around
4488066715,2638,320,240,how does the baby react when the man tries to control the whisk,1,7,TC,raise his hands,does not let man do it,hi-five,move his mouth,hold the man s hand
9213637099,1539,640,360,why is the the girl in black being taught how to stand up and do the stunt,0,2,CW,to learn a new skill,dancing,spectating performance,stay clear of the hula hoop,give rhythm and beat
5138093706,931,640,480,what did the baby do after he turned to look at the handles of the stairs,2,7,TN,lick them,plays with another toy,stretch hand out,happy,crawl towards camera
8547321641,327,640,362,why does the baby go so near to the camera at the beginning of the video,2,3,CW,does nt like the taste at first,look at dog,excited,distracted,dancing
2717347132,818,640,480,why does the lady seems so cautious about the kid,1,3,CW,scared the baby will be hungry,scared the baby will fall,scared the baby will be bored,scared the baby will be angry,scared the baby will be tired
5889898795,2697,640,360,why is there a woman in white standing next to the people going down the zipline,0,2,CW,for support,pose,not very active,pack things in,for balancing the microphone
3359075894,414,640,480,why does the man in grey swing the bat a few times before the ball is thrown,0,0,CW,warm up,position ball,waiting for him to throw,resting,end of practice
8208035645,428,640,360,why does the boy wear helmet,0,6,CW,cycling,skating,working at great height,performing on stage,skiing
7164729910,656,640,360,why is the boy looking at the back at the end of the video,2,5,CW,wants to eat,play with baby,checking not to bump the sofa,check the tent,trying ot open bottle
5840177726,377,640,480,why is there a flash when the man in brown jump on his bike,1,2,CW,stunt,camera taking photos,stabilise the bikes,converse with each other,stabilise bicycles
3145698830,1763,640,480,what does the boy do after the man returned the book to the boy,4,8,TN,picks it up,look at camera,shake hands,toy glasses drop,gets up and walks away
2604394962,1078,640,480,why did the man look at the toy in front of him before standing up,3,0,CW,talking to children,ensure toy do not fall,oversees the kids,see how to play with it,show toy to children
6031805098,1368,640,360,why did man in white cap raise his arms,0,2,CW,hit the leaves,catching basketball,dance,protect his eyes,to keep the water bottle
8313365386,318,640,360,what does the lady do near the end after she leaned forward and viewed the picture,2,5,TN,smile,talks to the camera guy,starts talking,wipe her face,smiles and waves hand
2990321092,633,640,480,why do the men pull their heads and bodies back when they bite the food,3,3,CW,take a break,play with each other,not finish the food in mouth,free food from string,challenge
3960291106,1428,640,360,why is the man in white so happy,1,8,CW,wipe his mouth,amused by the topic,his birthday,playing with kids,funny action
4123915842,750,640,480,what does the girl do after the lady in black has adjusted her socks,3,4,TN,jump,walk towards woman,clap,stand up,lift up her leg
3124551255,1962,640,474,what does the boy do after watching the elmo for a while at the end,0,10,TN,stood up,touch his head,turn around,take food,pick up something else
10042935613,1710,640,360,why does the boy in red touch the food with his bare left hand while eating,3,4,CW,take food to table,record it for memory,leave food residue,to pick the food up,look at its teeth
8171216955,550,568,320,why did the girl pat the head of the toy dog at the beginning,4,1,CW,show the lady,teach boy how to play,happy to hold the dog,scared to hug it,get something out of it
4488066715,2638,320,240,why does the adult hold on to the whisk while the baby is holding the other side,4,3,CW,making cake,stirring mixture,pose for camera,adding more ingredients,prevent it from tipping
6265968082,1275,640,360,how do the people feel while performing,1,8,TC,slightly embarassed,serious,worried,feel accomplished,sad
8312058649,774,640,1138,what does the baby do after turning his head back to the front,0,4,TN,look at toys,stares at camera,turns it more,lean forward and put head down,picks up the grey toy
5349766264,1884,640,362,why is the lady using a spoon,4,1,CW,eating,food dropped on table,take food,judges,hit her hand
8177965766,705,640,360,what does the man on stage do after standing for a while,3,5,TN,bend down and touch the woman s back,clapped,lighted up,sit down,look at the puppets
6592821115,1800,640,424,why did the woman put the baby in polkadot away from her,2,8,CW,playing with girl,learning,encourage baby to walk,keep it well,do not want to be bothered
3249402410,697,640,480,what did the lady in black on the right do after she finished spreading the cheese on the pizza,0,3,TN,put it at the side,clap,display cake on table,rub hands to shake off crumbs,give to the man in grey
6806999702,2697,640,360,why does the child run after the ball,0,4,CW,to pick up the ball,put it in a better place,want to keep the ball,the ball was about to roll on the streets,prevent dog from taking the ball
4761953886,797,640,360,what does the dog do as the girl was caressing it at the start,3,1,TC,follow after the girl,try to lick her face,turn towards lady,fidget around,get dog to do tricks
3508459605,2609,320,240,what activity is being carried out,0,8,TC,playing,boxing,dancing,flying aeroplane,hiking
6136926089,1522,480,640,what does the boy do after getting up on the slide,3,7,TN,stand still,move back to spot to jump,climb over something to sit,turns around and come down,walked off
4822859674,861,640,480,how did the man in slippers support baby at the start of the video,0,0,CH,hold his shoulder,pull his hand,carried on shoulder,place on sofa,stop baby from going too deep
8388104887,1233,640,480,what did the dog do after it came back with the ball the second time,3,4,TN,bring it to lady in jeans,bring to the person,stood up,lie down,play
6025238212,758,640,360,what activity could this be,2,8,TC,singing,making music,cosplay,karoake,board meeting
3375218204,2241,640,480,what does the girl do after walking for a while at the start,4,5,TN,hold dog leash,hold baby,crawl on the ground,walk off,point to her left
2834146886,1881,496,370,why did the adult move his feet away when the black dog approach,1,1,CW,finish feeding,to make space for dog,take more candies,take more balls,take more food for hte dog
3550839192,1050,640,362,how did the baby react when the train approached,3,1,TC,push the toy train,happy to see the baby walking,falls down,follow the train with eyes,run to the train station
4130504920,422,640,480,what is the baby doing as the balloon was placed above her,4,1,TC,play with green toy,help the baby,confused,spinning around,laugh
2697261300,1392,640,480,what does the lady in white do as the lady in grey was using the camera,2,5,TC,dance happily,umbrella,watch lady in grey,change direction of clicking picture,smile at her
13919236672,3924,640,360,why does the girl bend down in the middle of the video,4,2,CW,fidgeting around,take the book,to get down,play with the lady,drag the red box
4762946272,647,640,360,how did the woman manage to get the boy pour the spoon into the bowl after the spoon is filled,4,1,CH,hold her hand on the can,licks the spoon,use both hands,lick repeatedly,point to the bowl
8594314852,377,640,360,who walked pass the kid when he stopped at the road,0,5,TC,lady in jeans,the black dog,older man,boy in red,man in shorts
8594309349,459,640,360,why are the people wearing the scuba shoes,1,9,CW,pactice swimming,to swim better,comfortable,for safety,part of the training
4087013668,1442,640,474,why did the baby keep taking the food peels out of the bowl and throwing it,0,2,CW,play for fun,look at each other,play with food,give baby back food,curious
3060478605,432,320,240,how is the horse being guided,4,1,CH,strings,using reins,shirtless man guides it,lured with food,rope
5945172741,1593,640,480,what does the man do after taking the red ball away in the middle,3,8,TN,kick it,use his hands to control,throw the ball,wave his hand,run towards the ball
5116088152,1205,640,360,what does the baby do after picking the banana up,3,8,TN,eat the banana,waves her hands in the air,stretch his hand out,drops it,squeeze  it
8188651630,571,640,480,how does the person move higher feet when the cat grabs hold of it towards the end,3,5,CH,kick towards cat,move left and right,running away,shake it,drag the toy around
6078524411,2512,640,360,how did the baby do after playing by himself for a while,3,2,TN,starts crying,stop moving,playing with sofa,bored and sleepy,move his head around
10597533885,1728,640,360,why does the baby turn her head to another set of toys,1,2,CW,excited then got distracted,wants to play,trying to sleep,excited,touch the toy
2932897373,558,500,375,what did the cameraman do after filming the man in grey and woman in white on the middle of the video,1,6,TN,touch chin while talking,turn camera around,begin snowboarding,take a drink,run off
4372494989,2575,640,480,how does the baby show that it wants to be carried,2,6,CH,jump up and down,swing himself forward,put his arms up,sit down,lie down
6272786009,535,640,384,why do the boats move in single file,0,1,CW,race,enjoy the scenic beauty,another boat came to help,stong wind,to stay on
2623954636,931,500,375,where did the ball bounce first after the boy threw it for the first time,2,7,TN,left,drop down,towards camera,run to boy,run away
11541421563,2403,640,360,why does the woman in brown goes and comes back near the group at the start,4,1,CW,to catch rolling fallen bapple,man directs her,teach the girl,conversing,take a new score
5296635780,652,640,480,why does the lady laugh after bringing her hand near the man s mouth,3,3,CW,pleasant conversation,she is happy,encourage baby to sit up independently,funny,other lady jokes
2604394962,1078,640,480,what is the man doing with the toy,3,7,TC,repairing,talking,chopping leaves,play with it,dancing
6516459343,2697,640,360,why is the man in green holding onto the shoe as the man in white is cutting it,4,5,CW,the man asked for it,ear protection,walk in mud,assist securing at right position,provide support
5129152550,2697,640,480,why does the lady standing behind the spectacled man smiling and nodding her head,4,3,CW,happy,likes the rabbit,friendly,witnesses to the event,agrees with man s view
2771402761,1460,640,480,why is the lady staying near the kid in swimming,4,3,CW,release crab into sea,support baby afloat,to play with the bubbles,play with baby,follow the girl
6168295272,446,640,360,why do the children look in the same direction when dancing,0,0,CW,for rehearsing,show happiness,controller for dancing game,sunlight in the backside,enjoy performing
4130504920,422,640,480,what did the person do after the baby turned away near the end,2,3,TN,sits down,check her arm,stop playing with balloon,adjusting safety wear,get up
5323654756,2032,640,480,how did the girl in pink keep her hair tidy,2,8,CH,with a cap,use her hands,tie up,hair net,clip neatly
6895608152,2178,640,360,what are the two people in red doing as the lady in white dances,4,7,TC,bored,walk away,chair,hair band,holding each other
2461993294,1999,640,480,what does the lady at the left back do after watching the performance for a while,4,9,TN,get off stage,walk toward the red chair,leave the stage,play the drum,scratch head
6291413193,1980,640,480,how does the lady in white position her arms while the dolphin swims behind her,4,5,TC,lie down and pose,dips her ladle in,looking somewhere,jump as well,behind her back
2793806282,1925,320,240,what did the lady in blue do as the black dog is swimming,2,7,TC,follow behind,talk to girl in grey,assist it,catapult,float away
6762389913,1371,640,360,what does the brown dog do after being licked for a while at the start,3,5,TN,turn around,walk away,sit down,looks at the camera,touch dog s nose
3452354871,511,640,360,what did the bird do as the man shifted his foot,4,9,TC,flying across the grassland,try to beak underneath the man shoe,eat the food,walked to a box,shake head
3249402410,697,640,480,how is the lady in black on the left spreading the sauce on the pizza,3,2,CH,using fingers,with the spoon,using shaker,in circle,sprinkling
