vid_id,question,answer,s0,s1,s2,s3,s4
4970148391,what does the boy do after hitting the first balloon,1,boy stops crying after hitting the first balloon.,boy removes spectacles after hitting the first balloon.,boy looks at the mirror after hitting the first balloon.,boy holds the railing of the bed after hitting the first balloon.,boy plays with toys after hitting the first balloon.
2771402761,how do the women motivate the kid to move foward,2,women motivate the kid to move forward by pushing from behind.,women motivate the kid to move forward by playing with a balloon.,women motivate the kid to move forward by throwing a toy at the beginning.,women motivate the kid to move forward by pulling the baby backwards.,women motivate the kid to move forward with baby hands.
4896969617,what is the girl in pink doing on the playground structure,3,girl in pink slides on the playground structure.,girl in pink climbs the stairs on the playground structure.,girl in pink uses the monkey bars on the playground structure.,girl in pink swings her legs on the playground structure.,girl in pink jumps on the playground structure.
9565310990,how does the baby react after falling to his front,2,The baby reacts after falling to his front by falling over.,Carry him up after the baby falls to his front.,The baby gets up and starts crawling after falling to his front.,The baby turns back to the toy after falling to his front.,Play with the toys after the baby falls to his front.
3530231811,how did the man with black hat play his instrument,0,man with the black hat played his instrument by strumming the guitar.,man with the black hat played his instrument by moving his fingers across the piano.,man with the black hat played his instrument with drumsticks.,man with the black hat played his instrument by blowing into the flute.,man with the black hat played his instrument by beating the drums.
4688219212,why did the coach support the gymnast boy from the back at the beginning,1,coach supported the gymnast boy from the back at the beginning by cleaning his hand.,coach supported the gymnast boy from the back at the beginning by bringing him up.,coach supported the gymnast boy from the back at the beginning by trying to be funny.,coach supported the gymnast boy from the back at the beginning by pulling him off.,coach supported the gymnast boy from the back at the beginning by shaking away water.
7492398760,did the boy and girl fall hardly on the ground after the swing,0,The boy and girl fell hardly on the ground after the swing.,Stand beside the swing.,Push the girl.,Move the legs backwards.,Ear.
4219909195,why is the lady in green smiling,1,Smile to attract the baby's attention.,Find the girl funny and smile.,Smile and enjoy skiing.,Talk to the lady in white and smile.,Agree with the lady's talk and smile.
6356067859,why did the boy reach out his hand towards the horse,0,Reach out your hand towards the horse to hold the food for the horse.,Reach out your hand towards the horse to touch the horse.,Reach out your hand towards the horse to ride the horse.,Reach out your hand towards the horse to look at the horse.,Reach out your hand towards the horse to clean the horse.
6793786769,how is the boy positioned in the video,1,boy is positioned in the video by sitting on the sofa.,boy is positioned in the video by lying on his stomach.,boy is positioned in the video by leaning on the Rubik's cube.,boy is positioned in the video by lying on the floor.,boy is positioned in the video by being carried in arms.
4896969617,what did the boy do after he stood up from the slide,3,boy moves his arms after he stands up from the slide.,boy moves towards the stairs after he stands up from the slide.,boy throws the stone after he stands up from the slide.,boy runs after he stands up from the slide.,boy climbs over something to sit after he stands up from the slide.
5667931404,why did the baby bend down towards the toy truck at the beginning,1,"Baby, bend down towards the toy truck at the beginning to bite it.","Baby, bend down towards the toy truck at the beginning to pick up the stone.","Baby, bend down towards the toy truck at the beginning to make it easier to change direction.","Baby, bend down towards the toy truck at the beginning to learn to walk.","Baby, bend down towards the toy truck at the beginning to put the spoon in the cup."
3303565503,how does the lady react to the man moving his hand to her waist,1,lady reacts to the man moving his hand to her waist by waving her hand.,lady reacts to the man moving his hand to her waist by laughing.,lady reacts to the man moving his hand to her waist by dancing.,lady reacts to the man moving his hand to her waist by playing the instrument.,lady reacts to the man moving his hand to her waist by putting on the girl s nose.
5863411262,what does the man in white shirt do after caressing the donkey at the start,1,man in the white shirt stirs fry the meat after caressing the donkey at the start.,man in the white shirt walks away after caressing the donkey at the start.,man in the white shirt touches the donkey's nose after caressing the donkey at the start.,man in the white shirt feeds the cameraman after caressing the donkey at the start.,man in the white shirt looks at him after caressing the donkey at the start.
6691330381,what does the man do as the boy lies on the floor,3,man lies on his back as the boy lies on the floor.,man plays with the puzzle as the boy lies on the floor.,man rests as the boy lies on the floor.,man holds the boy's hands together as the boy lies on the floor.,man looks at him as the boy lies on the floor.
3194558043,what does the man in black doing on stage,0,man in black is singing on stage.,man in black is standing on stage.,man in black is dancing on stage.,man in black is yellow on stage.,man in black is confident on stage.
3124551255,why did the boy walk away from elmo,3,The boy walks away from Elmo because the lady called him.,The boy walks away from Elmo because he found what he wanted.,The boy walks away from Elmo to find the dog.,The boy walks away from Elmo to do something else.,The boy walks away from Elmo to ride on the horse.
2547885226,what does the kid do before right before standing up,2,The kid hugs the lady before standing up.,The kid looks left and right before standing up.,The kid looks at the camera before standing up.,The kid plays with a toy before standing up.,The kid nods his head before standing up.
3974684583,why do the people wear name tags,3,The people wear name tags for protection.,The people wear name tags for making a model.,The people wear name tags to protect from the sun.,The people wear name tags for work.,The people wear name tags for sunny weather.
8171216955,why does the girl move backwards a bit every time she hits the dog toy,3,The girl moves backwards a bit every time she hits the dog toy because the dog pulls the leash.,The girl moves backwards a bit every time she hits the dog toy to avoid getting wet.,The girl moves backwards a bit every time she hits the dog toy because she wants to take the balloon.,The girl moves backwards a bit every time she hits the dog toy to avoid being hit.,The girl moves backwards a bit every time she hits the dog toy to point towards the dog.
5833145209,why did the black bird bend over into the water when it is in the pot,4,The black bird bends over into the water when it is in the pot to bite the small fish.,The black bird bends over into the water when it is in the pot to wash itself.,The black bird bends over into the water when it is in the pot to play with water.,The black bird bends over into the water when it is in the pot to look for food.,The black bird bends over into the water when it is in the pot to drink.
4273039295,what does the child do after the woman in green beanie pulls him up and cleans his down jacket,0,The child walks back after the woman in green beanie pulls him up and cleans his down jacket.,The child stands at the same spot after the woman in green beanie pulls him up and cleans his down jacket.,The child gets up after the woman in green beanie pulls him up and cleans his down jacket.,The child says hi after the woman in green beanie pulls him up and cleans his down jacket.,The child raises their head after the woman in green beanie pulls him up and cleans his down jacket.
6291413193,what was the lady doing as the dolphin was swimming,1,Look somewhere as the dolphin swims.,Stand at the side as the dolphin swims.,No action.,Move backwards as the dolphin swims.,Get off the float as the dolphin swims.
10309542255,how did the animals respond when being pushed by each other during the fight,0,animals responded when being pushed by each other during the fight by pushing back.,animals responded when being pushed by each other during the fight by snarling.,animals responded when being pushed by each other during the fight by shouting.,animals responded when being pushed by each other during the fight by running away.,animals responded when being pushed by each other during the fight by biting.
7531285946,why does the woman turn around after she reaches the top of the ladder in the middle of the video,2,"Woman, fidget around after you reach the top of the ladder in the middle of the video.","Woman, readjust baby's position after you reach the top of the ladder in the middle of the video.","Woman, balance better when moving down after you reach the top of the ladder in the middle of the video.","Woman, turn around for fun after you reach the top of the ladder in the middle of the video.","Woman, climb up the ladder after you reach the top of the ladder in the middle of the video."
3066064005,what does the lady in red do after the woman in black points her finger,3,lady in red looks down after the woman in black points her finger.,lady in red moves her body after the woman in black points her finger.,lady in red gestures to the red cloth after the woman in black points her finger.,lady in red walks over after the woman in black points her finger.,lady in red points also after the woman in black points her finger.
5940941487,how does the man playing the guitar react after looking at the boy in green dancing,4,man playing the guitar reacts after looking at the boy in green dancing by jumping down,man playing the guitar reacts after looking at the boy in green dancing by making hand gestures,man playing the guitar reacts after looking at the boy in green dancing by looking at him,man playing the guitar reacts after looking at the boy in green dancing by leaning against the pole,man playing the guitar reacts after looking at the boy in green dancing by moving his body.
4516967897,what do the two ladies do with their heads as they talk to each other,3,The two ladies use paper with their heads as they talk to each other.,The two ladies shake their heads as they talk to each other.,The two ladies interact with each other with their heads as they talk.,The two ladies nod their heads as they talk to each other.,The two ladies look around with their heads as they talk to each other.
3078294001,what does the man in white do at the start while the man in black was talking,2,man in white looks for fishes at the start while the man in black was talking.,man in white hits cans at the start while the man in black was talking.,man in white poses at the start while the man in black was talking.,man in white listens and agrees with the lady at the start while the man in black was talking.,man in white starts talking at the start while the man in black was talking.
3897746373,what did the girl in pink do after she swam,3,The girl in pink taps water with her foot after she swam.,The girl in pink takes the brush out after she swam.,The girl in pink raises hands for dance moves after she swam.,The girl in pink stands on the plank after she swam.,The girl in pink moves her hands away from her thighs after she swam.
6025238212,what does the girl in black do after the man approaches at the start,2,The girl in black moves her hands in the air after the man approaches at the start.,The girl in black blows after the man approaches at the start.,The girl in black starts talking after the man approaches at the start.,The girl in black covers her mouth after the man approaches at the start.,The girl in black dances after the man approaches at the start.
2614918961,what does the baby do after putting one of his hand out of the table at the end,0,baby turns around after putting one of his hand out of the table at the end.,baby rubs it on the tray after putting one of his hand out of the table at the end.,baby puts the bowl on his head after putting one of his hand out of the table at the end.,baby touches the book after putting one of his hand out of the table at the end.,baby cries again after putting one of his hand out of the table at the end.
5256928210,what did the man do after scratching the ends of the dog near the start,2,man wags tail after scratching the ends of the dog near the start.,man plays with toy after scratching the ends of the dog near the start.,man scratches body after scratching the ends of the dog near the start.,man walks away after scratching the ends of the dog near the start.,man looks at hand after scratching the ends of the dog near the start.
9473479950,what did the lady do after she tilted away from the baby in the middle of the video,0,Smile and laugh after tilting away from the baby in the middle of the video.,Put her hand on her forehead after tilting away from the baby in the middle of the video.,Hug the baby after tilting away from the baby in the middle of the video.,Pick up leaves after tilting away from the baby in the middle of the video.,Carry the baby up after tilting away from the baby in the middle of the video.
2623954636,how did the ball land under the chair at the end of the video,3,ball landed under the chair at the end of the video because the wind blew it.,ball landed under the chair at the end of the video because the baby pushed it.,ball landed under the chair at the end of the video because the lady placed it there.,ball landed under the chair at the end of the video because it bounced under the chair.,ball landed under the chair at the end of the video because the baby threw it.
10779838974,what does the man at the back do while the girls push the rake,0,man at the back stands and watches the girls while they push the rake.,man at the back stops the boy from touching while the girls push the rake.,man at the back opens the drawer while the girls push the rake.,man at the back carves the pumpkin while the girls push the rake.,man at the back uses the phone while the girls push the rake.
4635309062,how does the man in black look while preparing the meat plate,2,man in black looks nervous while preparing the meat plate.,man in black looks sad while preparing the meat plate.,man in black looks focused while preparing the meat plate.,man in black looks angry while preparing the meat plate.,man in black looks sleepy while preparing the meat plate.
2854886555,why did the boy observe the fruit a while after harvesting it,2,The boy observed the fruit a while after harvesting it to check his target score.,The boy observed the fruit a while after harvesting it to want to get down the bench.,The boy observed the fruit a while after harvesting it to be amazed.,The boy observed the fruit a while after harvesting it to look cool in the video.,The boy observed the fruit a while after harvesting it because he was tired.
4127497265,what did the baby do after the first time chewing the toy,0,baby shakes the toy after the first time chewing it. (A),baby picks up the car after the first time chewing the toy. (B),baby puts it down after the first time chewing the toy. (C),baby gets excited after the first time chewing the toy. (D),baby bites it after the first time chewing the toy. (E)
4882414082,why did the baby stretch the noodle with hands at the middle,1,The baby stretches the noodle with hands at the middle to pose,The baby stretches the noodle with hands at the middle to play with it,The baby stretches the noodle with hands at the middle to break it into smaller pieces,The baby stretches the noodle with hands at the middle to make it thinner,The baby stretches the noodle with hands at the middle to add it into the noodle mixture
5907839036,why does the person holding a stack of paper raise his hands up at the end,2,Gesture to cameraman at the end by raising your hands up,Read from the paper at the end,Point and talk about something at the end,Hold for support at the end,Wanted to throw the paper at the end
2977504625,why is the white shirt boy bending down beside the car,0,The white shirt boy should pull the car.,The white shirt boy should take a photo.,The white shirt boy should wait for the lady and girl.,The white shirt boy should talk to the boy in blue.,The white shirt boy should play with the wheels.
3897746373,what did the man do after the girl in pink swam,2,The man talked to the person in front after the girl in pink swam.,The man stood at the side after the girl in pink swam.,The man helped her up after the girl in pink swam.,The man was happy after the girl in pink swam.,The man moves her hand after the girl in pink swam.
3902997424,how did the 2 people react to the guy playing keyboard,2,Dance with the girl when the guy is playing the keyboard.,Smile when the guy is playing the keyboard.,The girl moves and the boy poses when the guy is playing the keyboard.,Lie down when the guy is playing the keyboard.,Drink from the bottle when the guy is playing the keyboard.
8455160795,what does the person with a stick do after suddenly moving forward onto the shore near the start,2,The person with a stick picks up and pushes boys away after suddenly moving forward onto the shore near the start.,The person with a stick performs after suddenly moving forward onto the shore near the start.,The person with a stick walks away after suddenly moving forward onto the shore near the start.,The person with a stick swims quickly away after suddenly moving forward onto the shore near the start.,The person with a stick fishes after suddenly moving forward onto the shore near the start.
4103088549,how did the man on the surfboard maneuver his balance on the board,1,man on the surfboard maneuvers his balance on the board by holding the rope.,man on the surfboard maneuvers his balance on the board by spreading legs and arms out.,man on the surfboard maneuvers his balance on the board by holding the side of the surfboard.,man on the surfboard maneuvers his balance on the board by steering the wheel.,man on the surfboard maneuvers his balance on the board by jumping in and out the water.
10597533885,why is the kid sitting in the midst of toys,1,Ensure the baby doesn't fall off by sitting in the midst of toys,Play with toys,The baby cannot swim,Play with toys comfortably,Play the keyboard
7887764754,what does the dog do after getting food from the baby at the start,3,dog gets dog to do tricks after getting food from the baby at the start.,dog sits down after getting food from the baby at the start.,dog is pushed away after getting food from the baby at the start.,dog eats after getting food from the baby at the start.,dog looks at the camera after getting food from the baby at the start.
4372494989,what does the man do after standing up,0,man prays and bows after standing up.,man dances to the rhythm after standing up.,man pushes the float after standing up.,man jumps after standing up.,man has a dance battle after standing up.
3502722122,what does the boy hold in his hands as he sits on the chair,4,boy holds the chair in his hands as he sits on it.,boy holds the ribbons in his hands as he sits on the chair.,boy holds the bracelet in his hands as he sits on the chair.,boy holds the toy in his hands as he sits on the chair.,boy holds the book in his hands as he sits on the chair.
6031805098,how did the man in white cap hit the beetle down from the tree,2,The man in the white cap hit the beetle down from the tree by climbing the tree.,The man in the white cap hit the beetle down from the tree by throwing a ball at the beetle.,The man in the white cap hit the beetle down from the tree by hitting the leaves with a stick.,The man in the white cap hit the beetle down from the tree by lowering it down with a rope.,The man in the white cap hit the beetle down from the tree by jumping up.
2854886555,how did the boy feel after managing to harvest the fruit,0,The boy feels accomplished after managing to harvest the fruit.,The boy gets up and walks away after managing to harvest the fruit.,The boy puts his hand inside the toy after managing to harvest the fruit.,The boy tries to scoop snow out after managing to harvest the fruit.,The boy shields himself after managing to harvest the fruit.
2717347132,why was there saliva on the baby s mouth,1,Wipe the baby's mouth clean after drooling.,Stop spitting and clean the baby's mouth.,Make sure to wipe the baby's mouth clean.,Stop messing around and clean the baby's mouth.,Tell the baby to stop sucking his finger and clean his mouth.
5735711594,why does the bigger white dog suddenly move away,3,The bigger white dog suddenly moves away to play.,The bigger white dog suddenly moves away to play with the dogs.,The bigger white dog suddenly moves away to get the green toy.,The bigger white dog suddenly moves away to avoid getting surrounded by 3 dogs.,The bigger white dog suddenly moves away to throw the ball.
5875242364,how is the baby rested in the pool,3,baby is rested in the pool by swimming.,baby is rested in the pool by lying on it.,baby is rested in the pool by standing.,baby is rested in the pool by sitting.,baby is rested in the pool by floating on a board.
5933003028,why are there wires within and outside the box,3,Trip people with the wires within and outside the box,Stand on the wires within and outside the box for operators,Prevent trains from moving out with the wires within and outside the box,Provide electricity with the wires within and outside the box,Boost the atmosphere with the wires within and outside the box
4419096437,what does the person do after laying his hand on the cat,3,person moves its head after laying his hand on the cat.,person zooms into the tap after laying his hand on the cat.,person walks across after laying his hand on the cat.,person strokes after laying his hand on the cat.,person retaliates after laying his hand on the cat.
2871995580,what did the boy do after he picked up the ball at the start of the video,2,The boy plays with the instrument after he picks up the ball at the start of the video.,The boy throws it at the dog after he picks up the ball at the start of the video.,The boy walks to the box after he picks up the ball at the start of the video.,The boy turns the bike around after he picks up the ball at the start of the video.,The boy jumps on the sofa after he picks up the ball at the start of the video.
4955723618,what is the man with white tag on shirt do while man in stripes speaking,2,man with white tag on shirt drinks water while the man in stripes is speaking.,man with white tag on shirt holds a balloon while the man in stripes is speaking.,man with white tag on shirt leans against the wall and watches while the man in stripes is speaking.,man with white tag on shirt rests on the chair while the man in stripes is speaking.,man with white tag on shirt talks to the man beside him while the man in stripes is speaking.
5549243726,how did the baby react while the girl is jumping up and down,1,The baby sits on the sofa while the girl is jumping up and down.,The baby looks at her while the girl is jumping up and down.,The baby gets down while the girl is jumping up and down.,The baby pats the baby on the back while the girl is jumping up and down.,The baby starts crying while the girl is jumping up and down.
3562017845,what did the bird do after stepping into the water,0,bird bends down after stepping into the water,bird walks around after stepping into the water,bird looks around after stepping into the water,bird lifts up his leg after stepping into the water,bird moves around after stepping into the water
2712662377,why did the turtle put the hands on the leaf,1,turtle put the hands on the leaf to not step on the leaf.,turtle put the hands on the leaf to facilitate eating.,turtle put the hands on the leaf because he was moving in it.,turtle put the hands on the leaf after dropping from the trees.,turtle put the hands on the leaf to understand the tool.
8783897632,where do they turn after they have reached the ground,0,They turn to their right after they have reached the ground.,They look at the camera after they have reached the ground.,They turn around after they have reached the ground.,They give presents after they have reached the ground.,They go wine tasting after they have reached the ground.
2573424030,why did the green shirt woman move her hands off her waist as she walks across the camera,4,green shirt woman moves her hands off her waist as she walks across the camera to attract baby's attention.,green shirt woman moves her hands off her waist as she walks across the camera to pose.,green shirt woman moves her hands off her waist as she walks across the camera to pass her something.,green shirt woman moves her hands off her waist as she walks across the camera while waiting.,green shirt woman moves her hands off her waist as she walks across the camera because her back hurt.
6265968082,how are the microphones held in place,0,microphones are held in place with a mike stand,microphones are held in place by hanging them with the rope,microphones are held in place by putting them on the table,microphones are held in place by securing them with cables,microphones are held in place by holding them in hands
4151403382,why did the boy with brown bib pass the story book to the man,0,The boy with brown bib passed the story book to the man to ask him to read,The boy with brown bib passed the story book to the man to show the slippers,The boy with brown bib passed the story book to the man to hold onto the toy for the boy,The boy with brown bib passed the story book to the man because he was curious,The boy with brown bib passed the story book to the man to take a closer look
9213637099,why are there a group of men at the back for the field,4,The group of men at the back for the field is playing cards.,The group of men at the back for the field is digging.,The group of men at the back for the field is playing with a toy plane.,The group of men at the back for the field is watchingtheir steps.,The group of men at the back for the field is meeting.
3942617402,why does the train stops near the end,3,train stops near the end because of old engine technology.,train stops near the end for safety.,train stops near the end to change direction.,train stops near the end to reach its destination.,train stops near the end due to combustion.
2679130168,how did the adult gets the child s attention onto the cushion,1,adult gets the child's attention onto the cushion by touching the sofa,adult gets the child's attention onto the cushion by hitting the cushion,adult gets the child's attention onto the cushion by shouting,adult gets the child's attention onto the cushion by trying to climb on the cushion,adult gets the child's attention onto the cushion by hitting the sofa
6143391925,why did the woman reach out her hands at the beginning of the video,2,The woman reached out her hands at the beginning of the video to pick up the mask.,The woman reached out her hands at the beginning of the video to draw cards.,The woman reached out her hands at the beginning of the video to hold the baby.,The woman reached out her hands at the beginning of the video to plant a sapling.,The woman reached out her hands at the beginning of the video to play with toys.
9498159305,what did the man do when the penguin was breaking the earphones,2,man flapped his wings when the penguin was breaking the earphones.,man pointed towards the camera when the penguin was breaking the earphones.,man pet the penguin when it was breaking the earphones.,man looked around when the penguin was breaking the earphones.,man looked at his phone when the penguin was breaking the earphones.
4762946272,why did the baby have to sit on the counter,0,baby had to sit on the counter to be tall enough to help.,baby had to sit on the counter to eat.,baby had to sit on the counter because food dropped on the table.,baby had to sit on the counter because it sunk.,baby had to sit on the counter to eat food.
2679130168,what did the girl do when the adult tries to give her the toy pumpkin,4,The girl carries it and walks to the sofa when the adult tries to give her the toy pumpkin.,The girl goes to the lady in grey when the adult tries to give her the toy pumpkin.,The girl waves her hands in the air when the adult tries to give her the toy pumpkin.,The girl holds a cross sign when the adult tries to give her the toy pumpkin.,The girl ignores it when the adult tries to give her the toy pumpkin.
6896884547,what does the baby do after the ball dropped down onto the floor,1,baby sits down after the ball dropped down onto the floor.,baby climbs down after the ball dropped down onto the floor.,baby gets up and dances after the ball dropped down onto the floor.,baby drives up after the ball dropped down onto the floor.,baby cycles after the ball dropped down onto the floor.
3719793245,how did the girl kept her hair tidy,0,The girl kept her hair tidy with a hair band.,The girl kept her hair tidy by tying it up.,The girl kept her hair tidy with her hands.,The girl kept her hair tidy with a long sleeve shirt.,The girl kept her hair tidy by covering it with cloth.
4483447009,why were the two ducks separated by a fence,0,Separate the two ducks by a different cage,Separate the two ducks to find things to eat,Separate the two ducks by having one follow the other duck,Separate the two ducks because they are competing for food,Separate the two ducks for tigers to drink and wash
5945172741,what does the girl do after she gets the red and black ball from the man,3,girl looks into the ball after she gets the red and black ball from the man,girl walks back after she gets the red and black ball from the man,girl bounces too after she gets the red and black ball from the man,girl gets off the bed after she gets the red and black ball from the man,girl attracts the dog after she gets the red and black ball from the man
8211075660,what does the man on the left do as the man on the right stood next to him,1,man on the left walks down the hill as the man on the right stood next to him.,man on the left talks on the microphone as the man on the right stood next to him.,man on the left holds man's hand as the man on the right stood next to him.,man on the left continues playing guitar as the man on the right stood next to him.,man on the left tries out poses as the man on the right stood next to him.
5229476012,how did the boy kept himself afloat in the water,2,boy kept himself afloat in the water by wishing an oxygen tank.,boy kept himself afloat in the water by kayaking.,boy kept himself afloat in the water by using a tube.,boy kept himself afloat in the water by holding onto a float.,lady held him up to keep him afloat in the water.
6205856607,what does the horse do after the girl pats it in the middle of the video,0,horse licks her after the girl pats it in the middle of the video.,horse lifts the club up after the girl pats it in the middle of the video.,horse puts finger in her mouth after the girl pats it in the middle of the video.,horse looks down after the girl pats it in the middle of the video.,horse looks into camera and smiles after the girl pats it in the middle of the video.
2599937944,how did the guy in black suspend above the rushing waters,1,guy in black suspended above the rushing waters by swinging.,guy in black suspended above the rushing waters by using a rope.,guy in black suspended above the rushing waters by standing on the bridge side.,guy in black suspended above the rushing waters by using a rubber float.,guy in black suspended above the rushing waters by using a rubber hose.
5297811305,why are the people dressed in heavy clothing,0,people are dressed in heavy clothing because they are cold.,people are dressed in heavy clothing to walk on muddy fields.,people are dressed in heavy clothing because there is snowfall outside.,people are dressed in heavy clothing to protect from sunburnt.,people are dressed in heavy clothing for protection.
3981865268,how did the man place his computer,0,man places his computer in front of him.,man places his computer at the side.,man places his computer on the floor.,man places his computer touching the controls.,man places his computer on his lap.
9873067604,how did the person try to get the girl attention,3,person tried to get the girl's attention by swinging up and down.,person tried to get the girl's attention by putting her face near the lady.,person tried to get the girl's attention by talking to her.,person tried to get the girl's attention by touching her head.,person tried to get the girl's attention by using poles.
2596300565,why is the man helping the kid to push the pram,3,man helps the kid to push the pram by playing.,man helps the kid to push the pram by showing the child something.,man helps the kid to push the pram by teaching the kid.,man helps the kid to push the pram by adding strength and helping navigate.,man helps the kid to push the pram by letting the child hold onto a toy.
2717347132,why is the lady holding the kid from the back,2,Hold the kid from the back to check for stains on the back of his shirt.,Hold the kid from the back to position him for a photo.,Hold the kid from the back to provide support.,Hold the kid from the back to prevent the dogs from attacking the kid.,Hold the kid from the back to observe his directions.
8464056582,what does the dog do after jumping back at the start,2,dog spreads its legs after jumping back at the start.,The dog eats the food after jumping back at the start.,The dog turns away after jumping back at the start.,The dog hops forward after jumping back at the start.,The dog keeps peeking at the dog after jumping back at the start.
3626788516,why does the woman in brown bring the crocodile close to her face near the end of the video,1,woman in brown brings the crocodile close to her face near the end of the video to show the crab's part to the camera.,woman in brown brings the crocodile close to her face near the end of the video to pose.,woman in brown brings the crocodile close to her face near the end of the video to scoop the sauce.,woman in brown brings the crocodile close to her face near the end of the video to play with it.,woman in brown brings the crocodile close to her face near the end of the video to climb up the ladder.
6642268693,how did the dog react when the owner threw the toy,3,Caress another dog when the owner throws the toy.,Run after it when the owner throws the toy.,Run after the ball when the owner throws the toy.,Go to the owner when the owner throws the toy.,Let the toy glasses drop when the owner throws the toy.
4757890069,why is there a barrier palced in the middle of the opposite road,0,Place a barrier in the middle of the opposite road to restrict entry.,Place a barrier in the middle of the opposite road to mark a dead end.,Place a barrier in the middle of the opposite road because there is construction in progress.,Place a barrier in the middle of the opposite road because the floor is wet.,Place a barrier in the middle of the opposite road because there was a hole on the road.
4970148391,why does the boy removes goggles after hitting for first time,3,boy removes goggles after hitting for the first time to catch his balance.,boy removes goggles after hitting for the first time to show the man.,boy removes goggles after hitting for the first time to take water out of his nose.,boy removes goggles after hitting for the first time to wipe water off.,boy removes goggles after hitting for the first time to get up.
4132599924,how does the man adjust the music,4,The man adjusts the music by moving the strings.,The man adjusts the music by using the microphone.,The man adjusts the music by pushing the level.,The man adjusts the music by moving a stick.,The man adjusts the music by pressing buttons.
4279106208,why does the woman point her finger at the end of the video,0,woman points her finger at the end of the video to talk to the baby.,woman points her finger at the end of the video to wipe her mouth.,woman points her finger at the end of the video to show the things in her hand.,woman points her finger at the end of the video because the baby's leg is there.,woman points her finger at the end of the video to take the water bottle.
11276567104,what does the priest do after letting go of the woman s head,3,Priest claps again after letting go of the woman's head.,Priest holds hands out around the baby after letting go of the woman's head.,Priest pats his head after letting go of the woman's head.,Priest pats her shoulders and talks after letting go of the woman's head.,Priest crawls after letting go of the woman's head.
8990144134,how did the cat approach the bird,1,The cat approaches the bird closely,The cat crawls towards the bird,The cat approaches the bird in the man's arm,The cat stretches towards the bird,The cat hits the sofa when approaching the bird
11244289523,how does the girl with the scarf feel towards her ipad,4,girl with the scarf feels towards her ipad by finding it funny.,girl with the scarf feels towards her ipad by feeling sore.,girl with the scarf feels towards her ipad by feeling passionate.,girl with the scarf feels towards her ipad by feeling interested.,girl with the scarf feels towards her ipad by feeling distracted.
4123915842,what did the girl do as the lady in green was doing up her hair in the middle,3,The girl pushed the table as the lady in green was doing up her hair in the middle.,The girl talked to the lady as the lady in green was doing up her hair in the middle.,The girl adjusted their things as the lady in green was doing up her hair in the middle.,The girl stood up as the lady in green was doing up her hair in the middle.,The girl read her paper as the lady in green was doing up her hair in the middle.
6988748711,why did the blue shirt woman drag the cloth open before stepping on the mud,1,blue shirt woman drags the cloth open before stepping on the mud because she wants her spot.,blue shirt woman drags the cloth open before stepping on the mud to spread it out.,blue shirt woman drags the cloth open before stepping on the mud to pour water into the mud.,blue shirt woman drags the cloth open before stepping on the mud because she is excited and wants to play.,blue shirt woman drags the cloth open before stepping on the mud to get something away from her face.
9408800471,how does the dog try to catch the balloon,0,dog tries to catch the balloon by using its mouth.,dog tries to catch the balloon by chasing each other.,dog tries to catch the balloon by jumping and licking.,dog tries to catch the balloon by hitting it.,dog tries to catch the balloon by holding it with both paws.
4518113460,why does the baby sit down in the middle of the video,1,The baby sits down in the middle of the video to pick up the toy car.,The baby sits down in the middle of the video because he/she is attracted towards the chair.,The baby sits down in the middle of the video to climb down the stairs.,The baby sits down in the middle of the video to smile.,The baby sits down in the middle of the video because he/she is curious.
9565310990,what does the baby do after stopping for a while in the middle,4,The baby crawls to the adult after stopping for a while in the middle.,The baby rests after stopping for a while in the middle.,The baby jumps near the adult's knee after stopping for a while in the middle.,The baby looks at the dog after stopping for a while in the middle.,The baby touches the cloth after stopping for a while in the middle.
4896969617,why did the boy run off from the slide in the middle of the video,2,The boy ran off from the slide in the middle of the video to pick up the ball.,The boy ran off from the slide in the middle of the video to get Mickey Mouse.,The boy ran off from the slide in the middle of the video because he was excited.,The boy ran off from the slide in the middle of the video to pick something.,The boy ran off from the slide in the middle of the video to go to the snow hump.
8330342965,what does the girl do after picking up the airplane again,2,The girl puts on shoes after picking up the airplane again.,The girl continues cycling after picking up the airplane again.,The girl throws it again after picking up the airplane again.,The girl follows it down after picking up the airplane again.,The girl moves towards the slope after picking up the airplane again.
9408800471,what does the dog do after the boy throws the balloon up,0,The dog tries to catch the balloon after the boy throws it up.,The dog rolls away after the boy throws the balloon up.,The dog goes to the person in sandals after the boy throws the balloon up.,The dog swipes off dirt after the boy throws the balloon up.,The dog plays with the girl after the boy throws the balloon up.
2796821016,what does the boy in striped do after getting his leg off the other boy,2,boy in striped bends his body after getting his leg off the other boy.,boy in striped talks to camera after getting his leg off the other boy.,boy in striped rolls opposite direction after getting his leg off the other boy.,boy in striped moves it around after getting his leg off the other boy.,boy in striped walks away after getting his leg off the other boy.
4774302357,what is the man in grey in front of the computer doing when the other two are playing the guitar,4,Watch them playing when the other two are playing the guitar,Enjoy the music when the other two are playing the guitar,Hit the drum when the other two are playing the guitar,Have dinner when the other two are playing the guitar,Operate the computer when the other two are playing the guitar
10082798964,why did the baby open her mouth,0,Open your mouth to talk to the lady.,Open your mouth to suck your thumb.,Open your mouth to bite it.,Open your mouth while fidgeting around.,Open your mouth to touch the toy.
